product_code,name,pack_size,unit_purchase_price,unit_sale_price,pack_purchase_price,pack_sale_price,avg_price,margin,quantity,category,brand,supplier,barcode,narcotic,max_discount,formulation,description,rack
PRD-09435,"Rexio D Chewable Tab (60,s)",1,722.5,850,722.5,850,722.5,15,0,Medicines,"HI NUTRITION","Khawaja Medicine ( A )",PD00009435,no,,,,
PRD-09436,"Rexis D (calcium+vit D) Syp 120ml",1,382.5,450,382.5,450,382.5,15,0,Medicines,"HI NUTRITION","Khawaja Medicine ( A )",PD00009436,no,,,,
PRD-09437,"Somnirol 400mg (ashwagandha) 30,s",1,1062.5,1250,1062.5,1250,1062.5,15,0,Medicines,"HI NUTRITION","Khawaja Medicine ( A )",PD00009437,no,,,,
PRD-09438,"Vimeo Drops 10ml (200,000)",1,297.5,350,297.5,350,297.5,15,0,Medicines,"HI NUTRITION","Khawaja Medicine ( A )",PD00009438,no,,,,
PRD-09439,"Vimocid Syp 120ml",1,297.5,350,297.5,350,297.5,15,0,Medicines,"HI NUTRITION","Khawaja Medicine ( A )",PD00009439,no,,,,
PRD-09440,"Vitokid Syp 120ml",1,382.5,450,382.5,450,382.5,15,0,Medicines,"HI NUTRITION","Khawaja Medicine ( A )",PD00009440,no,,,,
PRD-09441,"White Vit Tab (30,s)",1,3400,4000,3400,4000,3400,15,0,Medicines,"HI NUTRITION","Khawaja Medicine ( A )",PD00009441,no,,,,
PRD-09442,"Zinc Gluconate Tab 30,s (herbiotics)",1,807.5,950,807.5,950,807.5,15,0,Medicines,"HI NUTRITION","Khawaja Medicine ( A )",PD00009442,no,,,,
PRD-09443,"Hn Collagen Biotin (30,s)",1,1317.5,1550,1317.5,1550,1317.5,15,0,Medicines,"HIGH Q INTERNATIONAL","Decent Green",PD00009443,no,,,,
PRD-09444,"Hn Collagen Cap (30,s)",1,1147.5,1350,1147.5,1350,1147.5,15,0,Medicines,"HIGH Q INTERNATIONAL","Decent Green",PD00009444,no,,,,
PRD-09445,"Hn Collagen Powder (198gm)",1,3400,4000,3400,4000,3400,15,0,Medicines,"HIGH Q INTERNATIONAL","Decent Green",PD00009445,no,,,,
PRD-09446,"Hn Collagen Vitamin C (30,s)",1,1062.5,1250,1062.5,1250,1062.5,15,0,Medicines,"HIGH Q INTERNATIONAL","Decent Green",PD00009446,no,,,,
PRD-09447,"Hn Macavit Cap (30,s)",1,1020,1200,1020,1200,1020,15,0,Medicines,"HIGH Q INTERNATIONAL","Decent Green",PD00009447,no,,,,
PRD-09448,"Hn Magnex Tab (30,s)",1,722.5,850,722.5,850,722.5,15,0,Medicines,"HIGH Q INTERNATIONAL","Decent Green",PD00009448,no,,,,
PRD-09449,"Hn Men Tab (30,s)",1,1020,1200,1020,1200,1020,15,0,Medicines,"HIGH Q INTERNATIONAL","Decent Green",PD00009449,no,,,,
PRD-09450,"Hn Nevion Softgel (30,s)",1,765,900,765,900,765,15,0,Medicines,"HIGH Q INTERNATIONAL","Decent Green",PD00009450,no,,,,
PRD-09451,"Hn Novocell Tab (30,s)",1,1232.5,1450,1232.5,1450,1232.5,15,0,Medicines,"HIGH Q INTERNATIONAL","Decent Green",PD00009451,no,,,,
PRD-09452,"Hn Vita Cod Cap (30,s)",1,722.5,850,722.5,850,722.5,15,0,Medicines,"HIGH Q INTERNATIONAL","Decent Green",PD00009452,no,,,,
PRD-09453,"Hn Women Tab (30,s)",1,1020,1200,1020,1200,1020,15,0,Medicines,"HIGH Q INTERNATIONAL","Decent Green",PD00009453,no,,,,
PRD-09454,"Shewash Lotion (100ml)",1,765,900,765,900,765,15,0,Medicines,"HIGH Q INTERNATIONAL","Decent Green",PD00009454,no,,,,
PRD-09455,"Amlo Q 10mg Tab 20,s",20,7.9255,9.32,158.51,186.48,7.9255,14.96,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009455,no,,,,
PRD-09456,"Amlo Q 5mg Tab 20,s",20,7.958,9.36,159.16,187.25,7.958,14.98,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009456,no,,,,
PRD-09457,"Antasip Syp (120ml)",1,306,360,306,360,306,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009457,no,,,,
PRD-09458,"Bessfam 40mgtab",10,15.3,18,153,180,15.3,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009458,no,,,,
PRD-09459,"Betaride 16mg Tab",30,8.216666667,9.67,246.5,290,8.216666667,15.03,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009459,no,,,,
PRD-09460,"Betaride 8mg Tab",30,5.95,7,178.5,210,5.95,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009460,no,,,,
PRD-09461,"Biocobal 500mcg Inj",10,49.47,58.2,494.7,582,49.47,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009461,no,,,,
PRD-09462,"Brexel 3mg Tab",30,3.466666667,4.07,104,122,3.466666667,14.82,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009462,no,,,,
PRD-09463,"Carneel Cap",30,68,80,2040,2400,68,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009463,no,,,,
PRD-09464,"Cefapezone 1g Inj",1,266,296,266,296,266,10.14,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009464,no,,,,
PRD-09465,"Cefaxone 1g Vial",1,345,384,345,384,345,10.16,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009465,no,,,,
PRD-09466,"Cq10 100mg Softgels",30,54.4,64,1632,1920,54.4,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009466,no,,,,
PRD-09467,"Cq10 50mg Softgels",30,33.77333333,39.73,1013.2,1192,33.77333333,14.99,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009467,no,,,,
PRD-09468,"Cycin 250mg Tab",10,17,19.96,170,199.6,17,14.83,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009468,no,,,,
PRD-09469,"Cycin 500mg Tab",10,32.801,38.59,328.01,385.9,32.801,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009469,no,,,,
PRD-09470,"Cycin Inf 200mg/100ml Vial",1,164,192,164,192,164,14.58,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009470,no,,,,
PRD-09471,"Cycin Inf.50ml/100mg Vail",1,310,345,310,345,310,10.14,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009471,no,,,,
PRD-09472,"Dayline 1g I.v Inj",1,272.85,321,272.85,321,272.85,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009472,no,,,,
PRD-09473,"Dayline 250mg Inj",1,86,101,86,101,86,14.85,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009473,no,,,,
PRD-09474,"Dayline 500mg Inj",1,144.5,170,144.5,170,144.5,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009474,no,,,,
PRD-09475,"Daypime 1g Inj",1,391,460,391,460,391,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009475,no,,,,
PRD-09476,"Daypime 500mg Inj",1,233.75,275,233.75,275,233.75,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009476,no,,,,
PRD-09477,"Daytaxime 1gm Inj",1,204,240,204,240,204,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009477,no,,,,
PRD-09478,"Daytaxime 250mg Inj",1,65.2,76.7,65.2,76.7,65.2,14.99,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009478,no,,,,
PRD-09479,"Daytaxime 500mg Inj",1,122.91,144.6,122.91,144.6,122.91,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009479,no,,,,
PRD-09480,"Em Folx 400mg Tab",5,80.8,95,404,475,80.8,14.95,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009480,no,,,,
PRD-09481,"Empaglimet 12.5/1000mg Tab 14,s",14,23.8,28,333.2,392,23.8,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009481,no,,,,
PRD-09482,"Empaglimet 12.5/500mg Tab 14,s",14,23.8,28,333.2,392,23.8,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009482,no,,,,
PRD-09483,"Empaglimet 12.5/850mg Tab 14,s",14,23.8,28,333.2,392,23.8,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009483,no,,,,
PRD-09484,"Eskem 20mg Cap 14,s",14,21.43357143,25.22,300.07,353.02,21.43357143,15.01,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009484,no,,,,
PRD-09485,"Eskem 40mg Cap 14,s",14,34,40,476,560,34,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009485,no,,,,
PRD-09486,"Famopsin 20mg Tab (20,s)",20,8.5,10,170,200,8.5,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009486,no,,,,
PRD-09487,"Famopsin 40mg Tab (10,s)",10,17.085,20,170.85,200,17.085,14.57,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009487,no,,,,
PRD-09488,"Fortius 10mg Tab",10,17,20,170,200,17,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009488,no,,,,
PRD-09489,"Fortius 5mg Tab",10,10.2,12,102,120,10.2,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009489,no,,,,
PRD-09490,"Freehale 10mg Tab 14,s",14,26.71428571,31.43,374,440,26.71428571,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009490,no,,,,
PRD-09491,"Freehale 4mg Sachet 14,s",14,23.07142857,27.14,323,380,23.07142857,14.99,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009491,no,,,,
PRD-09492,"Freehale 5mg Tab 14,s",14,20.64285714,24.29,289,340,20.64285714,15.01,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009492,no,,,,
PRD-09493,"Fugacin 200mg Tab",10,22,25.88,220,258.83,22,14.99,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009493,no,,,,
PRD-09494,"Hifer 100mg/5ml Inj",5,250.8,295,1254,1475,250.8,14.98,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009494,no,,,,
PRD-09495,"Itoper 50mg Tab 10,s",10,19.194,22.58,191.94,225.81,19.194,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009495,no,,,,
PRD-09496,"Jardin 10mg Tab 10,s",10,10.914,12.84,109.14,128.4,10.914,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009496,no,,,,
PRD-09497,"Jardin D 120ml Syp",1,220.34,259.22,220.34,259.22,220.34,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009497,no,,,,
PRD-09498,"Jardin D 5mg Tab 10,s",10,22.144,25.92,221.44,259.22,22.144,14.57,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009498,no,,,,
PRD-09499,"Jardin D 60ml Syp",1,76.5,90,76.5,90,76.5,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009499,no,,,,
PRD-09500,"Kert 16mg Tab",30,8.866666667,10.43,266,313,8.866666667,14.99,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009500,no,,,,
PRD-09501,"Kert 8mg Tab",30,6.066666667,7.14,182,214.1,6.066666667,15.03,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009501,no,,,,
PRD-09502,"Lcyn 250mgtab",10,15.64,18.4,156.4,184,15.64,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009502,no,,,,
PRD-09503,"Lcyn 500mg Tab",10,22.1,26,221,260,22.1,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009503,no,,,,
PRD-09504,"Lcyn 750mg Tab",10,32.3,38,323,380,32.3,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009504,no,,,,
PRD-09505,"Maxfol 400mcg Tab 30,s",30,9.633333333,11.33,289,340,9.633333333,14.97,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009505,no,,,,
PRD-09506,"Mediton Cap 30,s",30,45.33333333,53.33,1360,1600,45.33333333,14.99,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009506,no,,,,
PRD-09507,"Mixel 200mg Cap",5,28,33,140,165,28,15.15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009507,no,,,,
PRD-09508,"Mixel 400mg Cap 5,s",5,98.528,115.92,492.64,579.58,98.528,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009508,no,,,,
PRD-09509,"Mixel Susp 100mg/5ml",1,272.85,321,272.85,321,272.85,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009509,no,,,,
PRD-09510,"Mixel Susp Ds 200mg/5ml",1,454.75,535,454.75,535,454.75,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009510,no,,,,
PRD-09511,"Nimoden 30mg Tab",30,12.73333333,15,382,450,12.73333333,15.11,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009511,no,,,,
PRD-09512,"Onamed 150mg Cap",1,188.16,221.37,188.16,221.37,188.16,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009512,no,,,,
PRD-09513,"One 3 40/240 Tab",8,28.05,33,224.4,264,28.05,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009513,no,,,,
PRD-09514,"One 3 80/480 Tab",6,46.75,55,280.5,330,46.75,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009514,no,,,,
PRD-09515,"Ongene 8mg Inj 4ml",1,125.8,148,125.8,148,125.8,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009515,no,,,,
PRD-09516,"Ongene 8mg Tab (10,s)",10,32.3,38,323,380,32.3,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009516,no,,,,
PRD-09517,"Ova Mit Tab",10,20.6,24.22,206,242.2,20.6,14.95,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009517,no,,,,
PRD-09518,"Oxiva Tab",20,68,80,1360,1600,68,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009518,no,,,,
PRD-09519,"Platlo 75mg Tab",14,11.53571429,13.57,161.5,190,11.53571429,14.99,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009519,no,,,,
PRD-09520,"Polymalt 120ml Syp",1,275.37,323.97,275.37,323.97,275.37,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009520,no,,,,
PRD-09521,"Polymalt F Tab (30,s)",30,11.57733333,13.62,347.32,408.61,11.57733333,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009521,no,,,,
PRD-09522,"Polymalt Tab 20,s",20,13.063,15.37,261.26,307.36,13.063,15.01,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009522,no,,,,
PRD-09523,"Pyloclar 250mg Tab",10,20.4,24,204,240,20.4,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009523,no,,,,
PRD-09524,"Pyloclar 500mg Tab",10,37.825,44.5,378.25,445,37.825,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009524,no,,,,
PRD-09525,"Pytex 20mg Tab 20,s",20,15.8365,18.63,316.73,372.62,15.8365,14.99,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009525,no,,,,
PRD-09526,"Q Bact Im/iv 1gm Inj",1,212.5,250,212.5,250,212.5,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009526,no,,,,
PRD-09527,"Q Bact Im/iv 2gm Inj",1,297.5,350,297.5,350,297.5,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009527,no,,,,
PRD-09528,"Qsartan 25mg Tab",20,10.455,12.3,209.1,246,10.455,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009528,no,,,,
PRD-09529,"Qsartan 50mg Tab",20,15.64,18.4,312.8,368,15.64,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009529,no,,,,
PRD-09530,"Qsartan Plus Tab",20,12.75,15,255,300,12.75,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009530,no,,,,
PRD-09531,"Qufen 50mg Tab",20,4.1225,4.85,82.45,97,4.1225,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009531,no,,,,
PRD-09532,"Qupron 250mg Tab",10,11.05,13,110.5,130,11.05,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009532,no,,,,
PRD-09533,"Qupron 500mg Tab",10,22.1,26,221,260,22.1,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009533,no,,,,
PRD-09534,"Rement 10mg Tab",30,24.66666667,29,740,870,24.66666667,14.94,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009534,no,,,,
PRD-09535,"Remethan 50mg Tab",20,6.8,8,136,160,6.8,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009535,no,,,,
PRD-09536,"Remethan 75mg/3ml Inj",10,21,23.8,210,238,21,11.76,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009536,no,,,,
PRD-09537,"Remethan R 100mg",30,8.273333333,9.73,248.2,292,8.273333333,14.97,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009537,no,,,,
PRD-09538,"Remycin 100 Tab",100,4.3,4.98,430,498,4.3,13.65,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009538,no,,,,
PRD-09539,"Roxvita  Tab 30,s",30,15.86666667,18.67,476,560,15.86666667,15.02,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009539,no,,,,
PRD-09540,"Ruling 20mg Cap 14,s",14,22.26214286,26.19,311.67,366.67,22.26214286,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009540,no,,,,
PRD-09541,"Ruling 40mg Cap 14,s",14,29.14285714,34.29,408,480,29.14285714,15.01,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009541,no,,,,
PRD-09542,"Ruling Inj",1,255,300,255,300,255,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009542,no,,,,
PRD-09543,"Ruling Sachets",10,15.5,18.2,155,182,15.5,14.84,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009543,no,,,,
PRD-09544,"Serloft 100mg Tab (20,s)",20,26.35,31,527,620,26.35,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009544,no,,,,
PRD-09545,"Serloft 50mg Tab (30,s)",30,16.54666667,19.47,496.4,584,16.54666667,15.01,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009545,no,,,,
PRD-09546,"Shenlax 0.5mg Tab",30,5.4,6.33,162,190,5.4,14.69,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009546,no,,,,
PRD-09547,"Solosin Sr Cap",20,28.9,34,578,680,28.9,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009547,no,,,,
PRD-09548,"Stat A 10mg Tab 14,s",14,17.48571429,20.57,244.8,288,17.48571429,14.99,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009548,no,,,,
PRD-09549,"Stat A 20mg Tab 14,s",14,15.78571429,18.6,221,260.4,15.78571429,15.13,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009549,no,,,,
PRD-09550,"Stat A 40mg Tab 14,s",14,25.35714286,29.29,355,410,25.35714286,13.43,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009550,no,,,,
PRD-09551,"Stomacol 120ml Syrp",1,72,84,72,84,72,14.29,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009551,no,,,,
PRD-09552,"Stomacol Tab",50,7.6762,9.03,383.81,451.52,7.6762,14.99,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009552,no,,,,
PRD-09553,"Sulvorid 25mg Tab 20,s",20,12.665,14.9,253.3,298,12.665,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009553,no,,,,
PRD-09554,"Sulvorid 50mg Tab 20,s",20,16.83,19.8,336.6,396,16.83,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009554,no,,,,
PRD-09555,"Tandolax 2mg Tab 10,s",10,10.432,12.27,104.32,122.73,10.432,14.98,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009555,no,,,,
PRD-09556,"Tandolax 4mg Tab 10,s",10,17.597,20.7,175.97,207.02,17.597,14.99,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009556,no,,,,
PRD-09557,"Tavalose Syp",1,126.33,148.63,126.33,148.63,126.33,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009557,no,,,,
PRD-09558,"Ufrim 10mg Tab 14,s",14,23.43571429,27.57,328.1,386,23.43571429,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009558,no,,,,
PRD-09559,"Vildomet 50/1000mg Tab 14,s",14,32.78571429,38.57,459,540,32.78571429,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009559,no,,,,
PRD-09560,"Vildomet 50/500mg 14,s",14,24.04285714,28.29,336.6,396,24.04285714,15.01,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009560,no,,,,
PRD-09561,"Vildomet 50/850mg Tab 14,s",14,30.23571429,35.57,423.3,498,30.23571429,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009561,no,,,,
PRD-09562,"Vildos 50mg Tab 28,s",28,20.4,24,571.2,672,20.4,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009562,no,,,,
PRD-09563,"Zeenaryl 1mg Tab 20,s",20,6.8,8,136,160,6.8,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009563,no,,,,
PRD-09564,"Zeenaryl 2mg Tab 20,s",20,10.2,12,204,240,10.2,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009564,no,,,,
PRD-09565,"Zeenaryl 3mg Tab 20,s",20,10.7525,12.65,215.05,253,10.7525,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009565,no,,,,
PRD-09566,"Zeenaryl 4mg Tab 20,s",20,15.3,18,306,360,15.3,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009566,no,,,,
PRD-09567,"Zinkley Tab",30,4.25,5,127.5,150,4.25,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009567,no,,,,
PRD-09568,"Zyto 200mg Susp (15ml)",1,253.57,298.32,253.57,298.32,253.57,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009568,no,,,,
PRD-09569,"Zyto 250mg Tab 6,s",6,31.47666667,37.03,188.86,222.19,31.47666667,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009569,no,,,,
PRD-09570,"Zyto 500mg Tab 6,s",6,57.70666667,67.89,346.24,407.34,57.70666667,15,0,Medicines,"HIGH ZEAL PHARMA","AAA DISTRIBUTORS",PD00009570,no,,,,
PRD-09571,"Hepamax 120ml Syp",1,144.5,170,144.5,170,144.5,15,0,Medicines,"HIGHNOON LAB","Open Purchase",PD00009571,no,,,,
PRD-09572,"Aerotec B Cap",1,127.5,150,127.5,150,127.5,15,0,Medicines,"HILTON PHARMA","NOOR DISTRIBUTORS",PD00009572,no,,,,
PRD-09573,"Aerotec B Fort Cap",1,187,220,187,220,187,15,0,Medicines,"HILTON PHARMA","NOOR DISTRIBUTORS",PD00009573,no,,,,
PRD-09574,"Aerotel 10mg Tab",14,12.75,15,178.5,210,12.75,15,0,Medicines,"HILTON PHARMA","NOOR DISTRIBUTORS",PD00009574,no,,,,
PRD-09575,"Aerotel 5mg Tab",14,8.5,10,119,140,8.5,15,0,Medicines,"HILTON PHARMA","NOOR DISTRIBUTORS",PD00009575,no,,,,
PRD-09576,"Airtal 100mg Tab 20,s",20,15.4275,18.15,308.55,363,15.4275,15,0,Medicines,"HILTON PHARMA","NOOR DISTRIBUTORS",PD00009576,no,,,,
PRD-09577,"Airtal Er 200mg Tab (10,s)",10,28.05,33,280.5,330,28.05,15,0,Medicines,"HILTON PHARMA","NOOR DISTRIBUTORS",PD00009577,no,,,,
PRD-09578,"Alcal 0.5mg Tab",10,12.75,15,127.5,150,12.75,15,0,Medicines,"HILTON PHARMA","NOOR DISTRIBUTORS",PD00009578,no,,,,
PRD-09579,"Alpha Guard 30ml",1,144.5,170,144.5,170,144.5,15,0,Medicines,"HILTON PHARMA","NOOR DISTRIBUTORS",PD00009579,no,,,,
PRD-09580,"Apiban 2.5mg Tab (30,s)",30,23.36666667,27.5,701,825,23.36666667,15.03,0,Medicines,"HILTON PHARMA","NOOR DISTRIBUTORS",PD00009580,no,,,,
PRD-09581,"Apiban 5mg Tab (30,s)",30,4.533333333,5.33,136,160,4.533333333,14.95,0,Medicines,"HILTON PHARMA","NOOR DISTRIBUTORS",PD00009581,no,,,,
PRD-09582,"Aria 1mg Tab",30,3.825,4.5,114.75,135,3.825,15,0,Medicines,"HILTON PHARMA","NOOR DISTRIBUTORS",PD00009582,no,,,,
PRD-09583,"Aria 60ml Syp",1,55.25,65,55.25,65,55.25,15,0,Medicines,"HILTON PHARMA","NOOR DISTRIBUTORS",PD00009583,no,,,,
PRD-09584,"Arthroflex Max Sachets",5,48.6,54,243,270,48.6,10,0,Medicines,"HILTON PHARMA","NOOR DISTRIBUTORS",PD00009584,no,,,,
PRD-09585,"Artrodar 50mg Cap",30,23.409,27.54,702.27,826.2,23.409,15,0,Medicines,"HILTON PHARMA","NOOR DISTRIBUTORS",PD00009585,no,,,,
