id,product_code,name,brand_id,unit_sale_price,category_id,supplier_id,pack_purchase_price,pack_sale_price,pack_size,unit_purchase_price,narcotics,barcode
14364,PRD-14364,K Kort 40mg Inj,567,52.9,1,1,44.97,52.9,1,44.97,0,PD00014364
14365,PRD-14365,K Kort Cream,567,32,1,1,27.2,32,1,27.2,0,PD00014365
14366,PRD-14366,Ophth Atropine 10ml Eye Drops,567,55.2,1,22,46.92,55.2,1,46.92,0,PD00014366
14367,PRD-14367,Ophth Atropine 3.5g E/ointment,567,17.4,1,22,14.79,17.4,1,14.79,0,PD00014367
14368,PRD-14368,Ophth Chlor Drop,567,35.54,1,22,30.21,35.54,1,30.21,0,PD00014368
14369,PRD-14369,Ophth Cil 5ml Drops,567,98.88,1,22,84.05,98.88,1,84.05,0,PD00014369
14370,PRD-14370,Ophth Cipro,567,81,1,22,68.85,81,1,68.85,0,PD00014370
14371,PRD-14371,Ophth Crom 10ml E/drop,567,100.68,1,22,85.58,100.68,1,85.58,0,PD00014371
14372,PRD-14372,Ophth Cyclovir 4g Ointment,567,145,1,22,123.25,145,1,123.25,0,PD00014372
14373,PRD-14373,Ophth Dex 5ml,567,33.99,1,22,28.89,33.99,1,28.89,0,PD00014373
14374,PRD-14374,Ophth Diclofen Eye Drop,567,72.1,1,22,61,72.1,1,61,0,PD00014374
14375,PRD-14375,Ophth Dilate E/d,567,80,1,22,68,80,1,68,0,PD00014375
14376,PRD-14376,Ophth Flox Eye Drop,567,82.92,1,22,70.48,82.92,1,70.48,0,PD00014376
14377,PRD-14377,Ophth Fluor 5ml Eye Drops,567,48.56,1,22,41.27,48.56,1,41.27,0,PD00014377
14378,PRD-14378,Ophth Hypertonic Salin Eye Drops,567,57.5,1,22,48.88,57.5,1,48.88,0,PD00014378
14379,PRD-14379,Ophth Levo E/drop,567,87.55,1,22,74.42,87.55,1,74.42,0,PD00014379
14380,PRD-14380,Ophth Lubric 10ml E/solution,567,83,1,1,70.48,83,1,70.48,0,PD00014380
14381,PRD-14381,Ophth Natamycin 10ml Suspension,567,201.25,1,1,175.06,201.25,1,175.06,0,PD00014381
14382,PRD-14382,Ophth Neodex E/drop,567,70.04,1,1,59.53,70.04,1,59.53,0,PD00014382
14383,PRD-14383,Ophth Pred Eye Drop,567,53.3,1,22,45.31,53.3,1,45.31,0,PD00014383
14384,PRD-14384,Ophth S Pred E/drop,567,44.29,1,22,37.65,44.29,1,37.65,0,PD00014384
14385,PRD-14385,Ophth Tetracyl 5g Eye Oint,567,21,1,1,17.85,21,1,17.85,0,PD00014385
14386,PRD-14386,Ophth Tobra 5ml Eye Drops,567,111.44,1,22,94.72,111.44,1,94.72,0,PD00014386
14387,PRD-14387,Ophth Tobra D 5ml Eye Drop,567,132.25,1,22,112.45,132.25,1,112.45,0,PD00014387
14388,PRD-14388,Ophth Tobra E Drop,567,77.25,1,1,65.66,77.25,1,65.66,0,PD00014388
14389,PRD-14389,Ophth Vit A 5gm Oint,567,151.8,1,1,129.03,151.8,1,129.03,0,PD00014389
14390,PRD-14390,Opmox Eye Drops,567,184,1,1,156.4,184,1,156.4,0,PD00014390
14391,PRD-14391,Need Powder 200gm,568,145,1,1,127,145,1,127,0,PD00014391
14392,PRD-14392,Catacrom 15ml E/drops,569,116,1,1,98.6,116,1,98.6,0,PD00014392
14393,PRD-14393,Optibrex D 5ml Eye Drops,569,135,1,1,114.75,135,1,114.75,0,PD00014393
14394,PRD-14394,Optibrex E/drops,569,200,1,1,170,200,1,170,0,PD00014394
14395,PRD-14395,Opticon A E/drop,569,80,1,1,68,80,1,68,0,PD00014395
14396,PRD-14396,Optim E/d,569,119,1,1,101.15,119,1,101.15,0,PD00014396
14397,PRD-14397,Polygel E/d,569,125,1,22,106.25,125,1,106.25,0,PD00014397
14398,PRD-14398,Zeforce Tab,569,32.5,1,1,552.5,650,20,27.625,0,PD00014398
14399,PRD-14399,Zemag Iii 120ml Syp,569,280,1,1,238,280,1,238,0,PD00014399
14400,PRD-14400,Zemag Iii Tab,569,15,1,1,382.5,450,30,12.75,0,PD00014400
14401,PRD-14401,Derm Hair Re Growing 100ml Lotion,570,575,1,1,488.75,575,1,488.75,0,PD00014401
14402,PRD-14402,Skin C Derm Edge 35gm,570,425,1,1,361.25,425,1,361.25,0,PD00014402
14403,PRD-14403,Alwel 600mg Tab,571,18.75,1,1,318.75,375,20,15.9375,0,PD00014403
14404,PRD-14404,Sulp 25mg Tab,571,8,1,1,68,80,10,6.8,0,PD00014404
14405,PRD-14405,Sulp 50mg Tab,571,10.5,1,1,89.25,105,10,8.925,0,PD00014405
14406,PRD-14406,Anaroxyl 5mg 1ml Inj,572,9.37,1,1,79.65,93.71,10,7.965,0,PD00014406
14407,PRD-14407,Deca Durabolin 100mg (imp),572,500,1,1,1150,2500,5,230,0,PD00014407
14408,PRD-14408,Deca Durabolin 100mg Inj,572,112,1,1,95.2,112,1,95.2,0,PD00014408
14409,PRD-14409,Deca Durabolin 25mg Inj,572,50,1,1,42.5,50,1,42.5,0,PD00014409
14410,PRD-14410,Deca Durabolin 50mg Inj,572,92,1,1,78.2,92,1,78.2,0,PD00014410
14411,PRD-14411,Durabolin 25mg Inj,572,15.14,1,1,38.6,45.41,3,12.86666667,0,PD00014411
14412,PRD-14412,Esmeron Inj 50mg,572,329.45,1,1,3360,3953.4,12,280,0,PD00014412
14413,PRD-14413,Liviail Tab,572,26.07,1,1,620.5,730,28,22.16071429,0,PD00014413
14414,PRD-14414,Marvelon Tab,572,1.38,1,1,29.77,38.52,28,1.063214286,0,PD00014414
14415,PRD-14415,Menstrogen Inj,572,25,1,1,13.78,50,2,6.89,0,PD00014415
14416,PRD-14416,Norcuron 10+10 4mg Inj,572,100.04,1,1,900.39,1000.43,10,90.039,0,PD00014416
14417,PRD-14417,Oradexon 0.5mg (lose) Tab,572,1,1,1,240.65,1000,1000,0.24065,0,PD00014417
14418,PRD-14418,Oradexon 0.5mg (strip) Tab,572,1,1,1,80,100,100,0.8,0,PD00014418
14419,PRD-14419,Oradexon 5mg 4ml Inj,572,44.08,1,1,34.06,44.08,1,34.06,0,PD00014419
14420,PRD-14420,Oradexon 5mg Inj (10's),572,11.44,1,1,88.36,114.35,10,8.836,0,PD00014420
14421,PRD-14421,Oradexon 5mg Inj (25's),572,11.89,1,1,252.7,297.29,25,10.108,0,PD00014421
14422,PRD-14422,Orgalopam 1mg Tab,572,0.59,1,1,46.38,58.54,100,0.4638,0,PD00014422
14423,PRD-14423,Orgalopam 2mg Tab,572,0.83,1,1,65.68,83.45,100,0.6568,0,PD00014423
14424,PRD-14424,Orgametril 5mg Tab,572,5.83,1,1,148.75,175,30,4.958333333,0,PD00014424
14425,PRD-14425,Orgastran Forte Tab,572,2.03,1,1,156,203.16,100,1.56,0,PD00014425
14426,PRD-14426,Orgastran Tab,572,1.03,1,1,158,205.09,200,0.79,0,PD00014426
14427,PRD-14427,Orgesic Ing,572,32.76,1,1,126.22,163.82,5,25.244,0,PD00014427
14428,PRD-14428,Pavulon 2mg 2ml Inj,572,34.8,1,1,295.82,348.02,10,29.582,0,PD00014428
14429,PRD-14429,Pregnyl 1500u Inj,572,171.91,1,1,438.36,515.72,3,146.12,0,PD00014429
14430,PRD-14430,Pregnyl 5000iu 3+3 Inj,572,604.44,1,1,1541.31,1813.31,3,513.77,0,PD00014430
14431,PRD-14431,Puregon 50iu/5ml Inj,572,1750,1,1,1487.5,1750,1,1487.5,0,PD00014431
14432,PRD-14432,Remeron 30mg Tab(organon),572,45.24,1,1,384.54,452.4,10,38.454,0,PD00014432
14433,PRD-14433,Sustanon 250mg Inj,572,57,1,1,48.45,57,1,48.45,0,PD00014433
14434,PRD-14434,Tantum 50mg Cap,572,3.17,1,1,53.83,63.33,20,2.6915,0,PD00014434
14435,PRD-14435,Tolvon 10mg Tab(lantanon),572,3.03,1,1,77.35,91,30,2.578333333,0,PD00014435
14436,PRD-14436,Tolvon 30mg Tab(lantanon),572,8.47,1,1,215.9,254,30,7.196666667,0,PD00014436
14437,PRD-14437,Traxyl 250mg 5ml Inj,572,26.56,1,1,203,265.62,10,20.3,0,PD00014437
14438,PRD-14438,Traxyl 250mg Cap,572,4.06,1,1,315.35,406.08,100,3.1535,0,PD00014438
14439,PRD-14439,Lignocaine Inj 2ml,573,4,1,1,0,4,1,0,0,PD00014439
14440,PRD-14440,Alprox 0.5mg Tab,574,4.68,1,1,119.38,140.4,30,3.979333333,0,PD00014440
14441,PRD-14441,Seronil 20mg Cap,574,11.44,1,1,291.72,343.2,30,9.724,0,PD00014441
14442,PRD-14442,Levort 500mg Tab,575,26,1,1,221,260,10,22.1,0,PD00014442
14443,PRD-14443,Nimesota 100mg Tab,575,4.5,1,1,76.5,90,20,3.825,0,PD00014443
14444,PRD-14444,Nuro Vit Tab,575,9,1,1,153,180,20,7.65,0,PD00014444
14445,PRD-14445,Orcap Cap 20mg,575,10.29,1,1,122.4,144,14,8.742857143,0,PD00014445
14446,PRD-14446,Ortacef 125mg/5ml Syp,575,60,1,1,51,60,1,51,0,PD00014446
14447,PRD-14447,Ortacef 250mg/5ml Syp,575,105,1,1,89.25,105,1,89.25,0,PD00014447
14448,PRD-14448,Ortacef 500mg Cap,575,14,1,1,142.8,168,12,11.9,0,PD00014448
14449,PRD-14449,Levort 250mg Inj,576,16,1,1,136,160,10,13.6,0,PD00014449
14450,PRD-14450,Levort 250mg Tab,576,16,1,1,136,160,10,13.6,0,PD00014450
14451,PRD-14451,Ortabolamin Inj,576,46,1,1,391,460,10,39.1,0,PD00014451
14452,PRD-14452,Ortafer Plus Tab,576,8.1,1,1,59.5,81,10,5.95,0,PD00014452
14453,PRD-14453,Ortazim Syp,576,148,1,1,125.8,148,1,125.8,0,PD00014453
14454,PRD-14454,Winpride 50mg Tab,577,18,1,1,153,180,10,15.3,0,PD00014454
14455,PRD-14455,Austin More 43mm,578,0,1,1,3500,0,1,3500,0,PD00014455
14456,PRD-14456,Austin More 45mm,578,0,1,1,4500,0,1,4500,0,PD00014456
14457,PRD-14457,Austin More 46mm,578,0,1,1,3500,0,1,3500,0,PD00014457
14458,PRD-14458,Austin More 47mm,578,0,1,1,3500,0,1,3500,0,PD00014458
14459,PRD-14459,Austin More 48mm,578,5800,1,1,3500,5800,1,3500,0,PD00014459
14460,PRD-14460,Austin More 49mm,578,0,1,1,3500,0,1,3500,0,PD00014460
14461,PRD-14461,Austin More 54mm,578,0,1,1,3500,0,1,3500,0,PD00014461
14462,PRD-14462,Austin More 55mm,578,0,1,1,3500,0,1,3500,0,PD00014462
14463,PRD-14463,Austin More Biomet,578,0,1,1,4500,0,1,4500,0,PD00014463
14464,PRD-14464,Austin More Biomet 44mm,578,0,1,1,4500,0,1,4500,0,PD00014464
14465,PRD-14465,Charnley Copression Clamp,578,450,1,1,270,450,1,270,0,PD00014465
14466,PRD-14466,Codylar Plate 4hole Iql,578,0,1,1,0,0,1,0,0,PD00014466
14467,PRD-14467,Concelous Screw 6.5 Allsize,578,650,1,1,275,650,1,275,0,PD00014467
14468,PRD-14468,Condylar Plate 12hole Iql,578,0,1,1,0,0,1,0,0,PD00014468
14469,PRD-14469,Condylar Plate 18hole,578,0,1,1,0,0,1,0,0,PD00014469
14470,PRD-14470,Condylar Plate 3hole,578,0,1,1,0,0,1,0,0,PD00014470
14471,PRD-14471,Condylar Plate 3hole Iql,578,0,1,1,0,0,1,0,0,PD00014471
14472,PRD-14472,Condylar Plate 5hole Iql,578,0,1,1,0,0,1,0,0,PD00014472
14473,PRD-14473,Condylar Plate 6hole Iql,578,0,1,1,0,0,1,0,0,PD00014473
14474,PRD-14474,Condylar Plate 7hole Iql,578,0,1,1,0,0,1,0,0,PD00014474
14475,PRD-14475,Condylar Plate 8hole Iql,578,0,1,1,0,0,1,0,0,PD00014475
14476,PRD-14476,Condylar Plate 9hole,578,0,1,1,0,0,1,0,0,PD00014476
14477,PRD-14477,Condylar Plate4hole Iql,578,0,1,1,0,0,1,0,0,PD00014477
14478,PRD-14478,Corticol Screw 3.5 All Size,578,135,1,1,40,135,1,40,0,PD00014478
14479,PRD-14479,Corticol Screw 4.5 All Size,578,135,1,1,40,135,1,40,0,PD00014479
14480,PRD-14480,Denham Pin,578,450,1,1,0,450,1,0,0,PD00014480
14481,PRD-14481,Dhs Plate 12hole,578,3800,1,1,2280,3800,1,2280,0,PD00014481
14482,PRD-14482,Dhs Plate 14hole,578,3800,1,1,2280,3800,1,2280,0,PD00014482
14483,PRD-14483,Dhs Plate 4hole,578,2900,1,1,1740,2900,1,1740,0,PD00014483
14484,PRD-14484,Dhs Plate 5hole,578,2900,1,1,1740,2900,1,1740,0,PD00014484
14485,PRD-14485,Dhs Plate 6hole,578,2900,1,1,1740,2900,1,1740,0,PD00014485
14486,PRD-14486,Dhs Plate 7hole,578,3400,1,1,2040,3400,1,2040,0,PD00014486
14487,PRD-14487,Dhs Plate 8hole,578,3400,1,1,2040,3400,1,2040,0,PD00014487
14488,PRD-14488,Dhs Screw 63mm,578,1000,1,1,600,1000,1,600,0,PD00014488
14489,PRD-14489,Dhs Screw 70mm,578,1000,1,1,600,1000,1,600,0,PD00014489
14490,PRD-14490,Dhs Screw 76mm,578,1000,1,1,600,1000,1,600,0,PD00014490
14491,PRD-14491,Dhs Screw 85mm,578,1000,1,1,600,1000,1,600,0,PD00014491
14492,PRD-14492,Dhs Screw 95mm,578,1000,1,1,600,1000,1,600,0,PD00014492
14493,PRD-14493,Drill Bit 2.0,578,450,1,1,125,450,1,125,0,PD00014493
14494,PRD-14494,Guide Wire Ortho,578,150,1,1,20,150,1,20,0,PD00014494
14495,PRD-14495,Knowles Pin,578,450,1,1,0,450,1,0,0,PD00014495
14496,PRD-14496,Maleollar Screw All Size,578,0,1,1,100,0,1,100,0,PD00014496
14497,PRD-14497,Na Fixator 2pin Clamp 14inch,578,2500,1,1,1000,2500,1,1000,0,PD00014497
14498,PRD-14498,Na Fixator 2pin Clamp 20inch,578,2500,1,1,1000,2500,1,1000,0,PD00014498
14499,PRD-14499,Na Fixator 3pin Clamp 14inch,578,2500,1,1,1200,2500,1,1200,0,PD00014499
14500,PRD-14500,Na Fixator 3pin Clamp 16 Inch,578,2500,1,1,1200,2500,1,1200,0,PD00014500
14501,PRD-14501,Na Fixator 3pin Clamp 18 Inch,578,2500,1,1,1200,2500,1,1200,0,PD00014501
14502,PRD-14502,Na Fixator 3pin Clamp 20inch,578,2500,1,1,1200,2500,1,1200,0,PD00014502
14503,PRD-14503,Rush Nail All Size,578,0,1,1,45,0,1,45,0,PD00014503
14504,PRD-14504,Seinman Pin,578,45,1,1,20,45,1,20,0,PD00014504
14505,PRD-14505,Semi Tublar 4.5 4hole,578,400,1,1,260,400,1,260,0,PD00014505
14506,PRD-14506,Semi Tublar 4.5 5hole,578,400,1,1,240,400,1,240,0,PD00014506
14507,PRD-14507,Semi Tublar 4.5 6hole,578,400,1,1,240,400,1,240,0,PD00014507
14508,PRD-14508,Semi Tublar 4.5 7hole,578,400,1,1,240,400,1,240,0,PD00014508
14509,PRD-14509,Semi Tublar 4.5 8hole,578,400,1,1,240,400,1,240,0,PD00014509
14510,PRD-14510,Semi Tublar 4.5 9hole,578,400,1,1,240,400,1,240,0,PD00014510
14511,PRD-14511,Small Fraegment 10hole,578,675,1,1,405,675,1,405,0,PD00014511
14512,PRD-14512,Small Fraegment 5hole,578,400,1,1,240,400,1,240,0,PD00014512
14513,PRD-14513,Small Fraegment 6hole,578,475,1,1,285,475,1,285,0,PD00014513
14514,PRD-14514,Small Fraegment 7hole,578,525,1,1,315,525,1,315,0,PD00014514
14515,PRD-14515,Small Fraegment 8hole,578,575,1,1,345,575,1,345,0,PD00014515
14516,PRD-14516,Small Freagmant 12hole 3.5,578,775,1,1,465,775,1,465,0,PD00014516
14517,PRD-14517,Small Freagment 4hole,578,375,1,1,225,375,1,225,0,PD00014517
14518,PRD-14518,Small Freagment 9hole 3.5,578,675,1,1,405,675,1,405,0,PD00014518
14519,PRD-14519,Small Freagment 9hole Imp3.5,578,0,1,1,1050,0,1,1050,0,PD00014519
14520,PRD-14520,Stainmen Pin Only,578,65,1,1,15,65,1,15,0,PD00014520
14521,PRD-14521,Stainmen Pin With Clamp,578,200,1,1,45,200,1,45,0,PD00014521
14522,PRD-14522,Suture Wire 16g,578,220,1,1,45,220,1,45,0,PD00014522
14523,PRD-14523,Suture Wire 18g,578,220,1,1,45,220,1,45,0,PD00014523
14524,PRD-14524,Suture Wire 20g,578,220,1,1,45,220,1,45,0,PD00014524
14525,PRD-14525,Suture Wire 22g,578,220,1,1,45,220,1,45,0,PD00014525
14526,PRD-14526,Suture Wire 24g,578,220,1,1,45,220,1,45,0,PD00014526
14527,PRD-14527,Aminoleban 500ml Inj,579,736.88,1,32,626.35,736.88,1,626.35,0,PD00014527
14528,PRD-14528,Aminoleban Oral Supplement 450gm,579,3431,1,32,2991.12,3431,1,2991.12,0,PD00014528
14529,PRD-14529,Dextrose Saline 500ml,579,128.23,1,4,108,128.23,1,108,0,PD00014529
14530,PRD-14530,Meptin 120ml Syp,579,70,1,32,59.5,70,1,59.5,0,PD00014530
14531,PRD-14531,Meylon 84 25ml Inj,579,16,1,32,10,16,1,10,0,PD00014531
14532,PRD-14532,Normal Saline 500ml (otsuka),579,50,1,32,40,50,1,40,0,PD00014532
14533,PRD-14533,Plabolyte 40 500ml(otsuka),579,33,1,32,28.05,33,1,28.05,0,PD00014533
14534,PRD-14534,Pladex 10% 1000ml,579,47.42,1,32,40.3,47.42,1,40.3,0,PD00014534
14535,PRD-14535,Pladex 5% 100ml Dextrose Water,579,69.1,1,37,58.74,69.1,1,58.74,0,PD00014535
14536,PRD-14536,Pladex 5% 500ml,579,60.8,1,32,51.68,60.8,1,51.68,0,PD00014536
14537,PRD-14537,Pladexsal 1/5 Ns 500ml(otsuka),579,39,1,32,33.15,39,1,33.15,0,PD00014537
14538,PRD-14538,Pladexsal 1000ml Drip(otsuka),579,60,1,32,48.45,60,1,48.45,0,PD00014538
14539,PRD-14539,Plasaline 500ml Otsuka,579,80.22,1,32,68.19,80.22,1,68.19,0,PD00014539
14540,PRD-14540,Pletaal 100mg Tab,579,44.85,1,32,3812.25,4485,100,38.1225,0,PD00014540
14541,PRD-14541,"Pletaal 50mg Tab 100,s",579,37.12,1,32,3155.34,3712.16,100,31.5534,0,PD00014541
14542,PRD-14542,Proten 52g Sachet,579,85.47,1,32,72.65,85.47,1,72.65,0,PD00014542
14543,PRD-14543,Ringolact 500 (otsuka),579,80,1,32,68,80,1,68,0,PD00014543
14544,PRD-14544,Aminovel 600 500ml 6%,580,688.88,1,32,585.55,688.88,1,585.55,0,PD00014544
14545,PRD-14545,Kcl 25ml Inj (otsuka),580,12.65,1,32,10.75,12.65,1,10.75,0,PD00014545
14546,PRD-14546,Lactated Potasium Saline,580,34.1,1,32,0,34.1,1,0,0,PD00014546
14547,PRD-14547,Manitol 500ml (osmotol) (w.out Set),580,120,1,32,102,120,1,102,0,PD00014547
14548,PRD-14548,Meptin 50mcg Tab,580,3,1,32,255,300,100,2.55,0,PD00014548
14549,PRD-14549,Meptin 60ml Syp,580,27.11,1,32,23.05,27.11,1,23.05,0,PD00014549
14550,PRD-14550,Meptin Air Inhaler,580,275,1,32,1,275,1,1,0,PD00014550
14551,PRD-14551,N/s 25ml Inj (otsuka),580,17.86,1,32,15.18,17.86,1,15.18,0,PD00014551
14552,PRD-14552,Pan Amin G 500ml Drip,580,377.82,1,32,321.15,377.82,1,321.15,0,PD00014552
14553,PRD-14553,Pan Amin Sg 500ml,580,343,1,32,291.72,343,1,291.72,0,PD00014553
14554,PRD-14554,Piecot Rice,580,180,1,32,164.5,180,1,164.5,0,PD00014554
14555,PRD-14555,Plabolyt M 1000ml Otsuka,580,84,1,32,71.4,84,1,71.4,0,PD00014555
14556,PRD-14556,Plabolyte M 500ml Otsuka,580,59,1,32,50.15,59,1,50.15,0,PD00014556
14557,PRD-14557,Pladex 10% 500ml,580,56,1,32,47.6,56,1,47.6,0,PD00014557
14558,PRD-14558,Pladex 5% 1000ml(otsuka),580,57,1,32,48.45,57,1,48.45,0,PD00014558
14559,PRD-14559,Pladexsal 1/2 500ml,580,39,1,32,33.15,39,1,33.15,0,PD00014559
14560,PRD-14560,Pladexsal 500ml,580,60,1,32,53.04,60,1,53.04,0,PD00014560
14561,PRD-14561,Plasalin 0.9% N.s 100ml,580,65.4,1,32,55.59,65.4,1,55.59,0,PD00014561
14562,PRD-14562,Plasline 1000ml Drip(otsuka),580,55,1,32,46.75,55,1,46.75,0,PD00014562
14563,PRD-14563,Plasmax-70 Otsuka,580,254.77,1,32,0,254.77,1,0,0,PD00014563
14564,PRD-14564,Ringolact 1000ml(otsuka),580,77.38,1,32,65.45,77.38,1,65.45,0,PD00014564
14565,PRD-14565,Ringolact D 500ml (otsuka),580,88,1,32,74.8,88,1,74.8,0,PD00014565
14566,PRD-14566,Acriflavin  25ml Sol,581,200,1,1,150,200,1,150,0,PD00014566
14567,PRD-14567,Ammonia Solution  50ml,581,100,1,2,28,100,1,28,0,PD00014567
14568,PRD-14568,Benedicts Solution 400ml,581,50,1,1,20,50,1,20,0,PD00014568
14569,PRD-14569,Caster Oil 120ml (oval),581,80,1,1,60,80,1,60,0,PD00014569
14570,PRD-14570,Dentolin T Toothache Paint,581,30,1,1,19.5,30,1,19.5,0,PD00014570
14571,PRD-14571,Magnesium Trisilicate 300g,581,40,1,1,17,40,1,17,0,PD00014571
14572,PRD-14572,Petrolium Jelly  50g (oval ),581,40,1,1,270,480,12,22.5,0,PD00014572
14573,PRD-14573,Petrolium Jelly 100g (oval),581,60,1,1,234,360,6,39,0,PD00014573
14574,PRD-14574,Petrolium Jelly 200g (oval),581,120,1,1,75,120,1,75,0,PD00014574
14575,PRD-14575,Petrolium Jelly 300g (oval),581,200,1,1,150,200,1,150,0,PD00014575
14576,PRD-14576,Sodium Bicarbonate 300gm,581,40,1,1,24,40,1,24,0,PD00014576
14577,PRD-14577,Spirit Pure (120ml),581,150,1,2,65,150,1,65,0,PD00014577
14578,PRD-14578,Sulphurex Ointment 25gm,581,17,1,1,1,17,1,1,0,PD00014578
14579,PRD-14579,Peefer Junior Sachet,582,25,1,1,297.5,350,14,21.25,0,PD00014579
14580,PRD-14580,Fair Glow M 30g Cream,583,480,1,1,387.6,480,1,387.6,0,PD00014580
14581,PRD-14581,Progeste Cream 1 Ones,583,800,1,1,720,800,1,720,0,PD00014581
14582,PRD-14582,Progeste Cream 56grames,583,1500,1,1,1350,1500,1,1350,0,PD00014582
14583,PRD-14583,Always Cotton Soft(rs:100),584,100,1,1,82.42,100,1,82.42,0,PD00014583
14584,PRD-14584,Safeguard 225ml Hand Wash,584,120,1,1,106.33,120,1,106.33,0,PD00014584
14585,PRD-14585,Buckley's Jack & Jill120ml Syp,585,42.21,1,37,35.88,42.21,1,35.88,0,PD00014585
14586,PRD-14586,Buckley's Mixture 60ml Syp,585,30.89,1,37,26.26,30.89,1,26.26,0,PD00014586
14587,PRD-14587,Buckley's Pain Relief Rub,585,108.68,1,37,88.83,108.68,1,88.83,0,PD00014587
14588,PRD-14588,Cinquin 250mg Tab,585,12.13,1,37,103.14,121.34,10,10.314,0,PD00014588
14589,PRD-14589,Cinquin 500mg Tab,585,18.97,1,37,166.99,189.74,10,16.699,0,PD00014589
14590,PRD-14590,"Clomid Tab 50mg 10,s",585,62.88,1,37,534.53,628.8,10,53.453,0,PD00014590
14591,PRD-14591,Colenticon Gel  60ml Susp,585,187.95,1,37,159.76,187.95,1,159.76,0,PD00014591
14592,PRD-14592,"Crafilm Chewable Tablets 32,s",585,9.69,1,37,263.5,310,32,8.234375,0,PD00014592
14593,PRD-14593,Craflim 120ml Syp,585,249.83,1,37,212.36,249.83,1,212.36,0,PD00014593
14594,PRD-14594,Craflim Syp 60ml,585,155.05,1,37,131.79,155.05,1,131.79,0,PD00014594
14595,PRD-14595,Cystalgon  Tab,585,14.15,1,37,360.84,424.51,30,12.028,0,PD00014595
14596,PRD-14596,Deltarhinol Spray 15ml,585,28,1,37,23.8,28,1,23.8,0,PD00014596
14597,PRD-14597,Doloprin 75mg Tab,585,0.97,1,37,24.74,29.11,30,0.824666667,0,PD00014597
14598,PRD-14598,Fantar Ds Tab,585,37.95,1,37,258.02,303.6,8,32.2525,0,PD00014598
14599,PRD-14599,Fantar Forte Tab,585,63.25,1,37,215.05,253,4,53.7625,0,PD00014599
14600,PRD-14600,"Femidol + Tab 100,s",585,6.18,1,37,524.92,617.55,100,5.2492,0,PD00014600
14601,PRD-14601,Femidol Tab,585,1.42,1,37,120.4,141.66,100,1.204,0,PD00014601
14602,PRD-14602,Genurin Forte 200mg Tab,585,35,1,37,892.5,1050,30,29.75,0,PD00014602
14603,PRD-14603,Genurin Semplice Tab,585,4.87,1,37,124.1,146,30,4.136666667,0,PD00014603
14604,PRD-14604,Levopraid 100mg Tab,585,38.15,1,37,648.49,763,20,32.4245,0,PD00014604
14605,PRD-14605,"Levopraid Tab 25mg (20,s)",585,20.34,1,37,345.76,406.78,20,17.288,0,PD00014605
14606,PRD-14606,"Levopraid Tab 50mg (20,s)",585,37.76,1,37,641.94,755.22,20,32.097,0,PD00014606
14607,PRD-14607,Lomexin 10gm Cream,585,68.18,1,37,57.95,68.18,1,57.95,0,PD00014607
14608,PRD-14608,Lomexin 20gm Cream,585,96.1,1,37,81.69,96.1,1,81.69,0,PD00014608
14609,PRD-14609,Lomexin Scalp Fluid 100ml,585,550,1,37,467.5,550,1,467.5,0,PD00014609
14610,PRD-14610,"Lomexin T 1000mg Vaginal Ovule (2,s)",585,989,1,37,840.65,989,1,840.65,0,PD00014610
14611,PRD-14611,Lomexin Vaginal 40gm Cream,585,538.68,1,37,457.09,538.68,1,457.09,0,PD00014611
14612,PRD-14612,Lortem 1mg Tab,585,1.37,1,37,34.85,41,30,1.161666667,0,PD00014612
14613,PRD-14613,"Maxius Lozenges (lemon) 20,s",585,5.8,1,37,98.51,115.9,20,4.9255,0,PD00014613
14614,PRD-14614,"Maxius Lozenges (mint) 20,s",585,5.8,1,37,98.51,115.9,20,4.9255,0,PD00014614
14615,PRD-14615,"Maxius Lozenges 20,s",585,6.31,1,37,107.28,126.21,20,5.364,0,PD00014615
14616,PRD-14616,Maxius M/wash 120ml,585,142.12,1,37,120.8,142.12,1,120.8,0,PD00014616
14617,PRD-14617,Napreben 275mg Cap,585,8.78,1,37,238.9,281.06,32,7.465625,0,PD00014617
14618,PRD-14618,Napreben 550mg Cap,585,12.73,1,37,346.28,407.39,32,10.82125,0,PD00014618
14619,PRD-14619,Napreben Gel,585,118.06,1,37,100.35,118.06,1,100.35,0,PD00014619
14620,PRD-14620,Novatus 60ml Syp,585,20.94,1,37,17.8,20.94,1,17.8,0,PD00014620
14621,PRD-14621,Olbetam (acipimox) Cap,585,23.82,1,37,648.04,762.39,32,20.25125,0,PD00014621
14622,PRD-14622,Pacific Pain Relief Rub,585,279.44,1,37,237.54,279.44,1,237.54,0,PD00014622
14623,PRD-14623,Pacific's Dm 120ml Syp,585,189,1,37,160.65,189,1,160.65,0,PD00014623
14624,PRD-14624,Pacific's Jack & Jill 120ml,585,132.32,1,37,112.47,132.32,1,112.47,0,PD00014624
14625,PRD-14625,Pacific's Mixtiur 120ml,585,63.34,1,37,53.84,63.34,1,53.84,0,PD00014625
14626,PRD-14626,"Phlogenzym Tab 40,s",585,21.3,1,37,724.25,852.07,40,18.10625,0,PD00014626
14627,PRD-14627,"Plasenzym Tab 30,s",585,14.16,1,37,361.09,424.81,30,12.03633333,0,PD00014627
14628,PRD-14628,"Plasil With Enzymes Tab 30,s",585,16.2,1,37,413.1,486,30,13.77,0,PD00014628
